video_title,webVideoUrl,Account,date_published,likeCount,shareCount,playCount,commentCount,videoMeta.duration,hashtags,time_period
#fyppppppppppppppppppppppp #Mississippi #fyp #Jackson #potholes #fyp?,https://www.tiktok.com/@wlbt3onyourside/video/7492040639429741854,wlbt3onyourside,4/11/2025,253,71,7983,20,142,"['fyppppppppppppppppppppppp','mississippi','fyp','jackson','potholes','fyp?']",14:41:15
#fyp #fyp? #fyppppppppppppppppppppppp #RankinCounty #crimetok #Mississippi,https://www.tiktok.com/@wlbt3onyourside/video/7493170682797231390,wlbt3onyourside,4/14/2025,260,76,13300,7,39,"['fyp','fyp?','fyppppppppppppppppppppppp','rankincounty','crimetok','mississippi']",14:34:50
"A Ridgeland traffic stop that has gone viral on social media has now turned into a much bigger situation for Fredrick Gaddis, and he says it has now impacted his life in ways he could not have imagined.

3 On Your Side had the chance to sit down with Gaddis to get his side of the encounter, and he hopes to turn this negative situation into something positive for others.
#Mississippi #fyp #fyppppppppppppppppppppppp #fyp?",https://www.tiktok.com/@wlbt3onyourside/video/7495754201184668959,wlbt3onyourside,4/21/2025,164,32,9953,3,130,"['mississippi','fyp','fyppppppppppppppppppppppp','fyp?']",14:31:22
#fyp? #fyppppppppppppppppppppppp #fyp #xyzbca #foryoupage #news #Mississippi #crimetok #crime,https://www.tiktok.com/@wlbt3onyourside/video/7495940083346935070,wlbt3onyourside,4/22/2025,86,1,2652,6,139,"['fyp?','fyppppppppppppppppppppppp','fyp','xyzbca','foryoupage','news','mississippi','crimetok','crime']",18:01:30
"A Copiah County man is dead after witnesses say he went boating during Tuesday morning’s bad weather.

According to Reservoir Police Chief Carlos Dipuma, a witness saw the man going onto the Ross Barnett Reservoir as bad weather came in on Tuesday.

Police received a call about an abandoned boat in the Goshen area around 10 a.m.

During the investigation, an officer discovered an abandoned boat and a man’s body in the water.

He was believed to be struck by lightning.
#fyp #Mississippi #fyppppppppppppppppppppppp #fyp? #RankinCounty",https://www.tiktok.com/@wlbt3onyourside/video/7496216491763764510,wlbt3onyourside,4/22/2025,7854,2365,272100,140,88,"['fyp','mississippi','fyppppppppppppppppppppppp','fyp?','rankincounty']",13:30:00
"On Wednesday, the family of fallen Hinds County Deputy Martin Shields Jr. received the Medal of Valor.

Shields was shot and killed in the line of duty at a home in February while responding to a domestic dispute call.
#fyp #Mississippi #fyppppppppppppppppppppppp #fyp? #HindsCounty",https://www.tiktok.com/@wlbt3onyourside/video/7496584811595730207,wlbt3onyourside,4/23/2025,147,1,2852,11,102,"['fyp','mississippi','fyppppppppppppppppppppppp','fyp?','hindscounty']",15:07:19
"TikTok sensation and fellow Mississippian, @True Crime Mama , joins @The News Lady on WLBT+ at 1pm CST to chat about her rise to social media fame, some of her favorite cases, and what fuels her passion for true crime!",https://www.tiktok.com/@wlbt3onyourside/video/7497093649436626206,wlbt3onyourside,4/25/2025,17,3,2389,1,0,[''],16:26:57
#fyp #Jackson #fyppppppppppppppppppppppp #Mississippi,https://www.tiktok.com/@wlbt3onyourside/video/7498712652139580703,wlbt3onyourside,4/29/2025,4952,2070,54600,131,85,"['fyp','jackson','fyppppppppppppppppppppppp','mississippi']",17:17:16
"BREAKING NEWS: An arrest has been made in the decades-old murder case of Shondra May.
On Tuesday, Rubin Weeks, 63, was arrested for the abduction and murder of May.

May was a 17-year-old senior at Leake Academy when she disappeared after her shift at McDonald’s in the year 1986.

Nearly three weeks later, on what would have been May’s 18th birthday, her bound, nude body was discovered by an off-duty firefighter in Hinds County.

An autopsy later showed that she had been sexually assaulted.

The mystery surrounding her death has haunted and perplexed investigators for years.

Yet, nearly 40 years later, authorities appeared to be making breaks in the case.

Last year, Scott County Sheriff Mike Lee told WLBT News that “this is the closest investigators have ever been to solving the case.”

A group of retired investigators, also interviewed by WLBT News, were resolved to solving the case, working with the Mississippi Bureau of Investigation and others to re-examine the evidence and interviewing past witnesses.
#Mississippi #fyppppppppppppppppppppppp #crimetok #fyp #coldcase #coldcasessolved",https://www.tiktok.com/@wlbt3onyourside/video/7498789239497313567,wlbt3onyourside,4/29/2025,2290,473,75600,156,171,"['mississippi','fyppppppppppppppppppppppp','crimetok','fyp','coldcase','coldcasessolved']",16:05:32
"A witness describes what he saw during the RV standoff in Richland which left officer injured in a traffic accident and the shooter dead.

On Thursday, Richland Police officers attempted to conduct a traffic stop on a recreational vehicle traveling along Highway 49. 

During the traffic stop, an individual pulled out a gun and started shooting at officers, prompting an exchange of gunfire between the person and Richland Police, and a standoff.
#fyppppppppppppppppppppppp #RankinCounty #fyp #Mississippi",https://www.tiktok.com/@wlbt3onyourside/video/7498780047751318814,wlbt3onyourside,4/29/2025,114,5,3788,2,116,"['fyppppppppppppppppppppppp','rankincounty','fyp','mississippi']",13:30:00
#fyp #fyp? #Mississippi #fyppppppppppppppppppppppp,https://www.tiktok.com/@wlbt3onyourside/video/7501347375575747886,wlbt3onyourside,5/6/2025,322,36,5765,10,112,"['fyp','fyp?','mississippi','fyppppppppppppppppppppppp']",14:27:24
"A man has been arrested after his mother’s body was found beaten and stuffed into a trashcan.
On Tuesday, April 29, officers in Tupelo conducted a welfare check at a home inside The Villages subdivision.

Once there, they found Sherri Lazore, 62, dead.

Officers found their suspect at the home as well, identified as Joshua Lazore, 30. They arrested him and charged him with first-degree murder.

The coroner said Sherri Lazore was severely beaten and found in an outside garbage can.
A judge denied Joshua Lazore a bond during a hearing on Wednesday afternoon and said he is a danger to the community.

Police said Lazore confessed to the crime, and investigators found video evidence.
City prosecutor Richard Babb described it as a “particularly vicious crime.”

Sherri Lazore worked for the Tupelo Public School District for 27 years and retired in 2012.

“She was a great teacher who people loved and adored,” TPSD Director of Marketing and Communications Gregg Ellis stated. “It’s a huge loss for Tupelo Public Schools and the Tupelo community.”

Authorities previously arrested Joshua Lazore in 2020 after he entered the lobby of the Lee County Sheriff’s Department and damaged a computer, two TVs and a touch-screen kiosk.

The sheriff’s department charged him with felony destruction of public property.
#fyp #Mississippi #fyp? #crimetok #fyppppppppppppppppppppppp",https://www.tiktok.com/@wlbt3onyourside/video/7501351081579040046,wlbt3onyourside,5/6/2025,501,154,18800,33,68,"['fyp','mississippi','fyp?','crimetok','fyppppppppppppppppppppppp']",20:07:14
#fyp? #fyppppppppppppppppppppppp #fyp #xyzbca #foryoupage #news #Mississippi #Jackson,https://www.tiktok.com/@wlbt3onyourside/video/7502197145911446830,wlbt3onyourside,5/8/2025,236,179,7687,8,31,"['fyp?','fyppppppppppppppppppppppp','fyp','xyzbca','foryoupage','news','mississippi','jackson']",14:23:54
"Mother and daughter graduate from local university, launch book on same day#fyp #Mississippi #fyp? #fyppppppppppppppppppppppp #Jackson",https://www.tiktok.com/@wlbt3onyourside/video/7503538830801227054,wlbt3onyourside,5/12/2025,58,3,1330,2,126,"['fyp','mississippi','fyp?','fyppppppppppppppppppppppp','jackson']",13:00:00
"#BREAKING: The woman who is accused of stealing an ambulance and crashing into a Mississippi hospital has been identified as Kandanice Stevenson. The incident resulted in multiple injuries last week.

She is now facing charges for aggravated assault against a law enforcement officer, felony taking of a motor vehicle, malicious mischief, and disturbance in a public place.
#fyp? #Mississippi #fyp #fyppppppppppppppppppppppp",https://www.tiktok.com/@wlbt3onyourside/video/7504309751463906591,wlbt3onyourside,5/14/2025,372,211,16800,14,7,"['fyp?','mississippi','fyp','fyppppppppppppppppppppppp']",13:30:00
"GOOD NEWS: Detective Wesley Skinner, the Richland Police officer who was injured during a vehicle accident while responding to an active scene, is now headed home!

Skinner was responding to the traffic stop on an RV traffic stop-turned-standoff and officer-involved shooting on Highway 49 on April 24.

He suffered an open ankle fracture, a tibial plateau fracture, a dislocated hip, an acetabulum fracture, and a fracture in his lumbar spine.
#fyp? #Mississippi #fyp #fyppppppppppppppppppppppp #RankinCounty",https://www.tiktok.com/@wlbt3onyourside/video/7504350962287381790,wlbt3onyourside,5/14/2025,116,6,3260,6,124,"['fyp?','mississippi','fyp','fyppppppppppppppppppppppp','rankincounty']",18:40:34
"A man was found shot to death near a school in Jackson on Monday.

The young man’s body was found in the driveway of a church across the street from Green Elementary School on Forest Avenue.

He has been identified as Jeffrey Bolton.

Jackson Police Chief Joseph Wade said the fact it happened so close to a school is “so, so disturbing and concerning.”

“It’s concerning, it’s problematic because this happened across the street from an elementary school,” Wade said. “School was in session. Babies were here.”

There were gunshots heard in the school, the chief said, but no one inside was harmed.
It is the city’s 23rd homicide of the year.

There is no suspect information at this time.
#fyp? #Mississippi #Jackson #fyppppppppppppppppppppppp #crimetok #fyp",https://www.tiktok.com/@wlbt3onyourside/video/7506506640359689502,wlbt3onyourside,5/20/2025,1278,365,51300,77,83,"['fyp?','mississippi','jackson','fyppppppppppppppppppppppp','crimetok','fyp']",13:32:54
#fyppppppppppppppppppppppp #fyp? #fyp #severeweather,https://www.tiktok.com/@wlbt3onyourside/video/7506589567999413535,wlbt3onyourside,5/20/2025,1383,334,18900,133,116,"['fyppppppppppppppppppppppp','fyp?','fyp','severeweather']",12:29:27
#fyp? #fyppppppppppppppppppppppp #fyp #Mississippi #crimetok #HindsCounty,https://www.tiktok.com/@wlbt3onyourside/video/7509849745825729823,wlbt3onyourside,5/29/2025,519,423,20200,22,120,"['fyp?','fyppppppppppppppppppppppp','fyp','mississippi','crimetok','hindscounty']",
WLBT’s Digital Desk Host Cara Shirley breaks down the top three stories on “Top 3 From WLBT” for Thursday morning. #fyp #JacksonMS #LocalNews,https://www.tiktok.com/@wlbt3onyourside/video/7509888614730403103,wlbt3onyourside,5/29/2025,24,0,1219,0,47,"['fyp','jacksonms','localnews']",
Friday's Top 3 from WLBT! #LocalNews #fypp,https://www.tiktok.com/@wlbt3onyourside/video/7510240427010788638,wlbt3onyourside,5/30/2025,20,0,1245,1,42,['fypp'],
"Top 3 from #WLBT for Monday, June 2nd! #LocalNews #JacksonMS #fyp",https://www.tiktok.com/@wlbt3onyourside/video/7511349113993153823,wlbt3onyourside,6/2/2025,62,4,3240,0,46,"['wlbt','localnews','jacksonms','fyp']",
Tuesday’s Top 3 from WLBT with @The News Lady #WLBT #LocalNews #JacksonMS #fyp,https://www.tiktok.com/@wlbt3onyourside/video/7511721568993545503,wlbt3onyourside,6/3/2025,29,3,1170,0,50,"['wlbt','localnews','jacksonms','fyp']",
Top 3 from #WLBT #LocalNews #JacksonMS #fyp #fyppppppppppppppppppppppp @The News Lady,https://www.tiktok.com/@wlbt3onyourside/video/7512106669560663327,wlbt3onyourside,6/4/2025,11,2,1131,0,46,"['WLBT','LocalNews','JacksonMS','fyp','fyppppppppppppppppppppppp']",
#fyp? #crimetok #fyppppppppppppppppppppppp #fyp #Mississippi,https://www.tiktok.com/@wlbt3onyourside/video/7512078735089208606,wlbt3onyourside,6/4/2025,1202,694,24400,37,114,"['fyp?','crimetok','fyppppppppppppppppppppppp','fyp','mississippi']",
WLBT’s Digital Desk Host Cara Shirley (@The News Lady) breaks down the top three stories on “Top 3 From WLBT” for Thursday morning. #WLBT #LocalNews #JacksonMS #fyp #fyppppppppppppppppppppppp #viral #Mississippi,https://www.tiktok.com/@wlbt3onyourside/video/7512466797568724254,wlbt3onyourside,6/5/2025,15,2,1204,0,33,"['wlbt','localnews','jacksonms','fyp','fyppppppppppppppppppppppp','viral','mississippi']",
#fyp? #crimetok #fyppppppppppppppppppppppp #Mississippi #fyp #SimpsonCounty,https://www.tiktok.com/@wlbt3onyourside/video/7512444118140718367,wlbt3onyourside,6/5/2025,137,76,4200,3,107,"['fyp?','crimetok','fyppppppppppppppppppppppp','mississippi','fyp','simpsoncounty']",
Your Top 3 from WLBT with @The News Lady  #LocalNews #jacksonms #Mississippi,https://www.tiktok.com/@wlbt3onyourside/video/7512845744668396846,wlbt3onyourside,6/6/2025,11,2,934,0,33,"['localnews','jacksonms','mississippi']",
#fyp? #fyppppppppppppppppppppppp #fyp #xyzbca #foryoupage #news #Mississippi #politics,https://www.tiktok.com/@wlbt3onyourside/video/7513715517635480863,wlbt3onyourside,6/8/2025,508,28,14600,9,74,"['fyp?','fyppppppppppppppppppppppp','fyp','xyzbca','foryoupage','news','mississippi','politics']",
"Mississippi's first Buc-ee's is now open! 
#fyp? #Mississippi #fyppppppppppppppppppppppp #fyp",https://www.tiktok.com/@wlbt3onyourside/video/7513938238948527390,wlbt3onyourside,6/9/2025,59300,11800,540000,1200,28,"['fyp?','mississippi','fyppppppppppppppppppppppp','fyp']",
WLBT’s Digital Desk Host Cara Shirley (@the_news_lady) breaks down the top three stories on “Top 3 From WLBT” for Monday morning. #fypp #localnews #JacksonMS #picklefest,https://www.tiktok.com/@wlbt3onyourside/video/7513968210471914783,wlbt3onyourside,6/9/2025,9,2,1364,0,37,"['fypp','localnews','picklefest']",
#fyp #fyppppppppppppppppppppppp #Mississippi #crimetok #fyp?,https://www.tiktok.com/@wlbt3onyourside/video/7514301321806105886,wlbt3onyourside,6/10/2025,427,247,18000,4,45,"['fyp','fyppppppppppppppppppppppp','mississippi','crimetok','fyp?']",
WLBT’s Digital Desk Host Cara Shirley breaks down the top three stories on “Top 3 From WLBT” for Tuesday morning. #LocalNews #MississippiNews #NationalNews #RFK #College #Politics #Vaccine @The News Lady,https://www.tiktok.com/@wlbt3onyourside/video/7514325053023046954,wlbt3onyourside,6/10/2025,6,2,957,0,39,"['localnews','mississippinews','nationalnews','rfk','college','politics','vaccine']",
"CAUGHT ON CAMERA: Police are searching for a woman who backed into a gas pump and fled the scene in Hattiesburg, Mississippi.

Anyone with information on the incident is urged to contact the Hattiesburg Police Department or Crime Stoppers.

(SOURCE: Hattiesburg Police Department)

#fyp? #fyppppppppppppppppppppppp #fyp #xyzbca #foryoupage #news #Mississippi",https://www.tiktok.com/@wlbt3onyourside/video/7514452134780243230,wlbt3onyourside,6/10/2025,2035,699,233300,118,24,"['fyp?','fyppppppppppppppppppppppp','fyp','xyzbca','foryoupage','news','mississippi']",
Your Top 3 from WLBT! #LocalNews #MississippiNews #Education #FEMA #JimmieJayLee #JayLee #fyppppppppppppppppppppppp @The News Lady,https://www.tiktok.com/@wlbt3onyourside/video/7514701719993912606,wlbt3onyourside,6/11/2025,12,1,1217,0,40,"['localnews','mississippinews','education','fema','jimmiejaylee','jaylee','fyppppppppppppppppppppppp']",
Thursday's Top 3 from WLBT! #MississippiNews #LocalNews #JxnMs #Mississippi #Governor #NationalNews @The News Lady,https://www.tiktok.com/@wlbt3onyourside/video/7515071246745505070,wlbt3onyourside,6/12/2025,23,1,1371,0,43,"['mississippinews','localnews','jxnms','mississippi','governor','nationalnews']",
Fridays Top 3 from WLBT!#MississippiNews #NationalGuard #ICE #Trump #Mississippi #JacksonMS #LocalNews #JxnMs #fyp? @The News Lady,https://www.tiktok.com/@wlbt3onyourside/video/7515441162212183338,wlbt3onyourside,6/13/2025,25,3,1902,1,47,"['mississippinews','nationalguard','ice','trump','mississippi','jacksonms','localnews','jxnms','fyp?']",
#fyp? #fyppppppppppppppppppppppp #fyp #xyzbca #foryoupage #news #Mississippi #crimetok #crime,https://www.tiktok.com/@wlbt3onyourside/video/7515495555653520671,wlbt3onyourside,6/13/2025,1543,556,53000,71,15,"['fyp?','fyppppppppppppppppppppppp','fyp','xyzbca','foryoupage','news','mississippi','crimetok','crime']",
"Congratulations to the 2025 Miss Mississippi, Anna Leah Jolly! #fyp #fyppppppppppppppppppppppp #Mississippi #fyp?",https://www.tiktok.com/@wlbt3onyourside/video/7516512463429307678,wlbt3onyourside,6/16/2025,535,9,13900,2,63,"['fyp','fyppppppppppppppppppppppp','mississippi','fyp?']",
"Monday’s Top 3 From WLBT with Verlecia Gavin, C.J. LeMaster, Samantha German, and Cara Shirley!

##fypp #localnews #JacksonMS #NationalNews #MissMississippi #NoKingsProtest #Gas @the_news_lady",https://www.tiktok.com/@wlbt3onyourside/video/7516563894400273695,wlbt3onyourside,6/16/2025,22,0,2112,0,25,"['fypp','localnews','jacksonms']",
#fyp #Mississippi #fyppppppppppppppppppppppp #RankinCounty #fyp? #crimetok,https://www.tiktok.com/@wlbt3onyourside/video/7516955534298303775,wlbt3onyourside,6/17/2025,716,484,29700,10,80,"['fyp','mississippi','fyppppppppppppppppppppppp','rankincounty','fyp?','crimetok']",
"The Mississippi Board of Education approved getting rid of the administration and graduation requirement from the U.S. History test, beginning with this upcoming school year.

This happened during their regularly scheduled meeting on Thursday.

“Though the U.S. History statewide assessment will be eliminated starting next school year, it’s important to emphasize that students will still learn U.S. History and will be required to successfully complete the course to graduate,” said Dr. Lance Evans, state superintendent of education. “Having fewer state tests required to graduate should be less taxing on educators, students, and families alike.”

MDE did say, however, that all students will still be required to take and pass the high school U.S. History course to qualify for graduation.

State assessments in Algebra I, Biology, and English Language Arts will continue to be administered and remain a graduation requirement.

#fyp #fyppppppppppppppppppppppp #Mississippi #fyp?",https://www.tiktok.com/@wlbt3onyourside/video/7517710660856220958,wlbt3onyourside,6/19/2025,2584,1378,49900,89,51,"['fyp','fyppppppppppppppppppppppp','mississippi','fyp?']",
"A 17-year-old girl is dead and a security guard is in police custody after a shooting that occurred on Tuesday morning.

It happened at the intersection of Raymond Road and Siwell Road around 4:30 a.m.

According to Jackson Police Chief Joseph Wade, a 17-year-old girl and a 16-year-old, described as her boyfriend, were walking near the Auto One car care business when the security guard fired multiple shots at them.
#fyp #crimetok #fyp? #Mississippi #fyppppppppppppppppppppppp #Jackson",https://www.tiktok.com/@wlbt3onyourside/video/7519547601385983262,wlbt3onyourside,6/24/2025,1762,706,59200,68,95,"['fyp','crimetok','fyp?','mississippi','fyppppppppppppppppppppppp','jackson']",
#fyp #fyp? #fyppppppppppppppppppppppp #Mississippi,https://www.tiktok.com/@wlbt3onyourside/video/7520239628821990687,wlbt3onyourside,6/26/2025,3866,1724,104200,265,119,"['fyp','fyp?','fyppppppppppppppppppppppp','mississippi']",
#fyp #Mississippi #fyp? #Jackson #fyppppppppppppppppppppppp #crimetok,https://www.tiktok.com/@wlbt3onyourside/video/7520635514978979102,wlbt3onyourside,6/27/2025,490,227,10800,23,153,"['fyp','mississippi','fyp?','jackson','fyppppppppppppppppppppppp','crimetok']",
Real estate agent attacked and assaulted. #Mississippi #Realtor #Attack #SA #MississippiNews #RankinCounty #Pearl #realestate #realestateagent,https://www.tiktok.com/@wlbt3onyourside/video/7522949641088929054,wlbt3onyourside,7/3/2025,321,190,10700,3,75,"['mississippi','realtor','attack','sa','mississippinews','rankincounty','pearl','realestate','realestateagent']",
"MOM shot 7 TIMES in mass shooting claims her SONS, the SUSPECTS, are INNOCENT. #Mississippi #MassShooting #Victim #Crime #Shooting #Guilty #Innocent#fyppppppppppppppppppppppp",https://www.tiktok.com/@wlbt3onyourside/video/7523232312067116319,wlbt3onyourside,7/4/2025,191,66,5996,1,156,"['innocent','fyppppppppppppppppppppppp']",
"The gospel music world is mourning the passing of a Mississippi Mass Choir legend. Mosie “Mama” Burks has died.

She spent her life praising God through music before audiences from the Magnolia state to South Africa, Italy, Japan, and beyond.

“I never felt qualified,” said Mosie Burks in February 2017.

Known as “Mama” Burks, the former lead soloist of the Mississippi Mass Choir’s gospel hits, did not feel worthy of leading songs that touched people around the world.

“Hilariously, Mama Burks resisted, and the reason she resisted joining she didn’t think she was good enough. We laughed about that for years,” said Mississippi Mass Choir Executive Director Jerry Mannery.

Born in Forest June 17, 1933, she picked cotton as a child before working as a domestic, moving to Jackson to pursue her education. 

Like most gospel greats, her roots were in the church, but she did not begin singing with the Mass Choir until 1996 as an alto section. She sang lead on “This Morning When I Rose” for the first time just weeks before the Malaco recording session.

“When Mama Burks walked out on that stage and she did the first signature shake of her hair and her head and her hair, the whole atmosphere shook,” said Mannery.

She traveled with the choir to at least eight countries, spreading the message of Christ. The MS Mass Choir founding member and executive director said the gospel legend will be remembered for her humility, strong faith in God, and soul-stirring performances like those at the Stellar Music Awards.

“We performed live ‘I’m Not Tired Yet.’ Aretha Franklin in the front row, Reverend Jesse Jackson, all these folks in the front row,” said Mannery. “When the song went off, the audience wouldn’t stop singing it.”

That song Malaco Records licensed to ESPN for the Scott Van Pelt Show. The songstress retired in 2020, last performing during the Mass Choir’s 50th Anniversary.

“She did not really realize how great the impact she had on the gospel music industry,” added Mannery.
The wife and mother of three was 92.
#fyp #Mississippi #fyp? #fyppppppppppppppppppppppp #mississippimasschoir #mississippimass",https://www.tiktok.com/@wlbt3onyourside/video/7524684809969356062,wlbt3onyourside,7/8/2025,1568,138,25200,42,112,"['fyp','mississippi','fyp?','fyppppppppppppppppppppppp','mississippimasschoir']",
#fyp #fyp? #Mississippi #fyppppppppppppppppppppppp,https://www.tiktok.com/@wlbt3onyourside/video/7525060758145731871,wlbt3onyourside,7/9/2025,9594,8108,161900,570,163,"['fyp','fyp?','mississippi','fyppppppppppppppppppppppp']",
"Chaos erupted on Wednesday in what was described as a “quiet” and “beautiful neighborhood.”

According to Jackson Police Chief Joseph Wade, around 4 p.m. in the Brookhollow Subdivision, two groups of men, believed to be teenagers, were involved in a shootout involving assault rifles and handguns.

One 18-year-old was arrested and charged with one count of shooting into an occupied dwelling.

He is expected to face more charges.

Four others are wanted.

Over one hundred shells were recovered, according to Chief Wade. Two guns, as well as a Jeep, were also recovered.

While multiple vehicles and houses in the subdivision were damaged, “due to the grace of God,” Wade said, no injuries were reported.
#fyp #Mississippi #fyp? #fyppppppppppppppppppppppp #Jackson #crimetok",https://www.tiktok.com/@wlbt3onyourside/video/7525524957846146334,wlbt3onyourside,7/10/2025,4236,2987,119700,277,246,"['fyp','mississippi','fyp?','fyppppppppppppppppppppppp','jackson','crimetok']",
"Eighty local applicants were granted their official U.S. citizenship status on Thursday, the day before the nation celebrated its 249th birthday.
#Mississippi #fyp #fyp? #fyppppppppppppppppppppppp #Jackson",https://www.tiktok.com/@wlbt3onyourside/video/7526929932132322591,wlbt3onyourside,7/14/2025,154,6,2867,5,128,"['mississippi','fyp','fyp?','fyppppppppppppppppppppppp','jackson']",
"Attack caught on camera is ""It's one of the most heinous things that you can see"" according to #AdamsCounty Sheriff. #Mississippi #Attack #ReggieButler #HateCrime #Assault #AdamsCountyMississippi #fyppppppppppppppppppppppp",https://www.tiktok.com/@wlbt3onyourside/video/7527284592630402334,wlbt3onyourside,7/15/2025,524,311,23300,96,188,['fyppppppppppppppppppppppp'],
